ItemType,ReceivedQuantity,SoldQuantity,EndQuantity,LatestOrder,StockedOut,GroupID,MissedSales,Days,Weekday,National Holiday
Core,6.0,6.0,0.0,15,1,3.0,0.224694,3.0,0,0
Core,6.0,6.0,0.0,11,1,3.0,1.528666,3.0,0,0
Core,10.0,10.0,0.0,14,1,3.0,0.791434,3.0,0,0
Core,8.0,5.0,0.0,15,0,3.0,0.0,3.0,0,0
Core,8.0,6.0,0.0,15,0,3.0,0.0,3.0,0,0
Core,2.0,1.0,0.0,13,1,3.0,1.104571,3.0,0,0
Unassigned,4.0,2.0,2.0,13,0,3.0,0.0,3.0,0,0
Core,8.0,9.0,0.0,15,1,3.0,0.640232,3.0,0,0
Core,6.0,4.0,0.0,15,0,3.0,0.0,3.0,0,0
Core,8.0,6.0,0.0,18,0,3.0,0.0,3.0,0,0
Core,8.0,4.0,0.0,15,0,3.0,0.0,3.0,0,0
Unassigned,3.0,5.0,2.0,14,0,3.0,0.0,1.0,1,0
Unassigned,3.0,5.0,1.0,13,0,3.0,0.0,1.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.334903,1.0,1,0
Core,6.0,4.0,0.0,19,0,3.0,0.0,1.0,1,0
Core,10.0,12.0,0.0,17,0,3.0,0.0,1.0,1,0
Core,8.0,8.0,0.0,18,1,3.0,0.265011,1.0,1,0
Core,8.0,6.0,0.0,18,0,3.0,0.0,1.0,1,0
Core,4.0,0.0,0.0,0,0,3.0,0.0,1.0,1,0
Unassigned,4.0,1.0,4.0,9,0,3.0,0.0,1.0,1,0
Core,8.0,7.0,0.0,17,1,3.0,0.347666,1.0,1,0
Core,6.0,4.0,0.0,14,0,3.0,0.0,1.0,1,0
Core,8.0,8.0,0.0,18,1,3.0,0.825671,1.0,1,0
Core,10.0,10.0,0.0,20,0,3.0,0.0,1.0,1,0
Unassigned,7.0,1.0,4.0,13,0,3.0,0.0,5.0,1,0
Unassigned,6.0,2.0,1.0,15,0,3.0,0.0,5.0,1,0
Core,6.0,7.0,0.0,10,1,3.0,1.954494,5.0,1,0
Core,14.0,8.0,0.0,12,0,3.0,0.0,5.0,1,0
Core,20.0,9.0,0.0,11,0,3.0,0.0,5.0,1,0
Core,16.0,4.0,0.0,12,0,3.0,0.0,5.0,1,0
Core,12.0,5.0,0.0,13,0,3.0,0.0,5.0,1,0
Core,6.0,0.0,0.0,0,0,3.0,0.0,5.0,1,0
Unassigned,7.0,1.0,3.0,7,0,3.0,0.0,5.0,1,0
Core,16.0,5.0,0.0,14,0,3.0,0.0,5.0,1,0
Core,12.0,4.0,0.0,11,0,3.0,0.0,5.0,1,0
Core,16.0,2.0,0.0,16,0,3.0,0.0,5.0,1,0
Core,16.0,7.0,0.0,15,0,3.0,0.0,5.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,6.0,1,1
Unassigned,2.0,1.0,0.0,10,0,3.0,0.0,6.0,1,1
Core,12.0,1.0,6.0,8,0,3.0,0.0,6.0,1,1
Core,6.0,5.0,0.0,16,1,3.0,0.431449,6.0,1,1
Core,10.0,7.0,0.0,11,0,3.0,0.0,6.0,1,1
Core,8.0,5.0,0.0,16,0,3.0,0.0,6.0,1,1
Core,6.0,7.0,0.0,12,1,3.0,1.176041,6.0,1,1
Core,2.0,0.0,0.0,0,0,3.0,0.0,6.0,1,1
Unassigned,2.0,1.0,2.0,15,0,3.0,0.0,6.0,1,1
Core,8.0,8.0,0.0,14,1,3.0,0.797588,6.0,1,1
Core,6.0,1.0,0.0,11,0,3.0,0.0,6.0,1,1
Core,8.0,3.0,4.0,16,0,3.0,0.0,6.0,1,1
Core,8.0,9.0,0.0,14,0,3.0,0.0,6.0,1,1
Unassigned,3.0,1.0,3.0,10,0,3.0,0.0,4.0,1,0
Unassigned,3.0,0.0,3.0,0,0,3.0,0.0,4.0,1,0
Core,0.0,5.0,0.0,10,1,3.0,1.954494,4.0,1,0
Core,8.0,4.0,0.0,12,0,3.0,0.0,4.0,1,0
Core,10.0,8.0,0.0,17,0,3.0,0.0,4.0,1,0
Core,8.0,5.0,0.0,10,0,3.0,0.0,4.0,1,0
Core,6.0,6.0,0.0,10,1,3.0,1.930618,4.0,1,0
Core,2.0,1.0,0.0,13,1,3.0,1.104571,4.0,1,0
Unassigned,3.0,3.0,1.0,12,0,3.0,0.0,4.0,1,0
Core,8.0,4.0,0.0,11,0,3.0,0.0,4.0,1,0
Core,6.0,4.0,0.0,10,0,3.0,0.0,4.0,1,0
Core,8.0,3.0,4.0,13,0,3.0,0.0,4.0,1,0
Core,8.0,5.0,1.0,9,0,3.0,0.0,4.0,1,0
Unassigned,3.0,2.0,2.0,11,0,3.0,0.0,0.0,1,0
Unassigned,3.0,3.0,3.0,18,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,11,0,3.0,0.0,0.0,1,0
Core,8.0,7.0,0.0,13,1,3.0,0.97086,0.0,1,0
Core,12.0,8.0,0.0,19,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,12,1,3.0,1.477843,0.0,1,0
Core,8.0,7.0,0.0,13,1,3.0,0.973564,0.0,1,0
Core,0.0,0.0,0.0,0,0,3.0,0.0,0.0,1,0
Unassigned,3.0,4.0,0.0,12,1,3.0,0.611476,0.0,1,0
Core,8.0,6.0,0.0,20,0,3.0,0.0,0.0,1,0
Core,6.0,4.0,0.0,14,0,3.0,0.0,0.0,1,0
Core,8.0,5.0,0.0,14,0,3.0,0.0,0.0,1,0
Core,10.0,5.0,0.0,17,0,3.0,0.0,0.0,1,0
Unassigned,3.0,0.0,3.0,0,0,3.0,0.0,2.0,0,0
Unassigned,2.0,2.0,2.0,21,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,13,1,3.0,0.498115,2.0,0,0
Core,6.0,6.0,0.0,15,1,3.0,0.61373,2.0,0,0
Core,10.0,10.0,0.0,16,1,3.0,0.441586,2.0,0,0
Core,8.0,5.0,0.0,20,0,3.0,0.0,2.0,0,0
Core,8.0,6.0,0.0,16,0,3.0,0.0,2.0,0,0
Core,0.0,0.0,0.0,0,0,3.0,0.0,2.0,0,0
Unassigned,3.0,1.0,2.0,16,0,3.0,0.0,2.0,0,0
Core,8.0,7.0,0.0,15,1,3.0,0.640232,2.0,0,0
Core,6.0,2.0,0.0,14,0,3.0,0.0,2.0,0,0
Core,8.0,3.0,3.0,16,0,3.0,0.0,2.0,0,0
Core,8.0,8.0,0.0,17,1,3.0,0.320115,2.0,0,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,3.0,0,0
Unassigned,2.0,1.0,2.0,12,0,3.0,0.0,3.0,0,0
Core,6.0,5.0,0.0,11,0,3.0,0.0,3.0,0,0
Core,6.0,5.0,0.0,15,1,3.0,0.61373,3.0,0,0
Core,10.0,10.0,0.0,13,1,3.0,0.982799,3.0,0,0
Core,6.0,0.0,0.0,0,0,3.0,0.0,3.0,0,0
Core,6.0,5.0,0.0,11,1,3.0,1.476265,3.0,0,0
Core,2.0,1.0,0.0,15,1,3.0,0.738732,3.0,0,0
Unassigned,2.0,2.0,2.0,11,0,3.0,0.0,3.0,0,0
Core,8.0,8.0,0.0,15,1,3.0,0.640232,3.0,0,0
Core,6.0,6.0,0.0,13,1,3.0,0.582723,3.0,0,0
Core,8.0,3.0,8.0,15,0,3.0,0.0,3.0,0,0
Core,6.0,6.0,0.0,15,1,3.0,0.620563,3.0,0,0
Unassigned,3.0,2.0,3.0,13,0,3.0,0.0,1.0,1,0
Unassigned,3.0,1.0,3.0,11,0,3.0,0.0,1.0,1,0
Core,6.0,6.0,0.0,9,1,3.0,3.018607,1.0,1,0
Core,6.0,2.0,0.0,21,0,3.0,0.0,1.0,1,0
Core,10.0,6.0,0.0,15,0,3.0,0.0,1.0,1,0
Core,8.0,5.0,0.0,21,0,3.0,0.0,1.0,1,0
Core,6.0,6.0,0.0,12,1,3.0,1.176041,1.0,1,0
Core,2.0,1.0,0.0,17,1,3.0,0.380851,1.0,1,0
Unassigned,3.0,1.0,3.0,10,0,3.0,0.0,1.0,1,0
Core,8.0,4.0,0.0,13,0,3.0,0.0,1.0,1,0
Core,6.0,6.0,0.0,18,1,3.0,0.11561,1.0,1,0
Core,8.0,6.0,8.0,17,0,3.0,0.0,1.0,1,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,1.0,1,0
Unassigned,3.0,0.0,3.0,0,0,3.0,0.0,5.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,5.0,1,0
Core,6.0,4.0,1.0,12,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,12,0,3.0,0.0,5.0,1,0
Core,10.0,7.0,0.0,13,0,3.0,0.0,5.0,1,0
Core,6.0,4.0,0.0,14,0,3.0,0.0,5.0,1,0
Core,6.0,5.0,0.0,12,1,3.0,1.176041,5.0,1,0
Unassigned,3.0,2.0,3.0,16,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,12,0,3.0,0.0,5.0,1,0
Core,6.0,1.0,0.0,9,0,3.0,0.0,5.0,1,0
Core,8.0,5.0,8.0,11,0,3.0,0.0,5.0,1,0
Core,8.0,4.0,0.0,14,0,3.0,0.0,5.0,1,0
Unassigned,3.0,4.0,2.0,8,0,3.0,0.0,6.0,1,1
Unassigned,3.0,0.0,2.0,0,0,3.0,0.0,6.0,1,1
Core,6.0,2.0,0.0,8,0,3.0,0.0,6.0,1,1
Core,6.0,3.0,0.0,16,0,3.0,0.0,6.0,1,1
Core,8.0,4.0,0.0,12,0,3.0,0.0,6.0,1,1
Core,6.0,4.0,0.0,15,0,3.0,0.0,6.0,1,1
Core,8.0,4.0,0.0,12,0,3.0,0.0,6.0,1,1
Core,2.0,1.0,0.0,12,1,3.0,1.249915,6.0,1,1
Unassigned,3.0,2.0,3.0,9,0,3.0,0.0,6.0,1,1
Core,8.0,2.0,0.0,11,0,3.0,0.0,6.0,1,1
Core,4.0,1.0,0.0,15,0,3.0,0.0,6.0,1,1
Core,8.0,3.0,8.0,14,0,3.0,0.0,6.0,1,1
Core,8.0,4.0,0.0,12,0,3.0,0.0,6.0,1,1
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,4.0,1,0
Unassigned,2.0,2.0,2.0,12,0,3.0,0.0,4.0,1,0
Core,0.0,0.0,0.0,0,0,3.0,0.0,4.0,1,0
Core,4.0,2.0,0.0,9,0,3.0,0.0,4.0,1,0
Core,8.0,8.0,0.0,11,1,3.0,1.69113,4.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.998266,4.0,1,0
Core,8.0,5.0,0.0,17,0,3.0,0.0,4.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,4.0,1,0
Unassigned,3.0,2.0,1.0,21,0,3.0,0.0,4.0,1,0
Core,6.0,4.0,0.0,10,0,3.0,0.0,4.0,1,0
Core,4.0,5.0,-1.0,9,1,3.0,1.934296,4.0,1,0
Core,8.0,5.0,8.0,9,0,3.0,0.0,4.0,1,0
Core,6.0,3.0,0.0,11,0,3.0,0.0,4.0,1,0
Unassigned,1.0,1.0,1.0,16,0,3.0,0.0,0.0,1,0
Unassigned,1.0,1.0,1.0,11,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.498115,0.0,1,0
Core,4.0,3.0,0.0,19,1,3.0,0.11456,0.0,1,0
Core,8.0,10.0,0.0,9,0,3.0,0.0,0.0,1,0
Core,12.0,6.0,0.0,16,0,3.0,0.0,0.0,1,0
Core,12.0,4.0,0.0,16,0,3.0,0.0,0.0,1,0
Core,2.0,2.0,0.0,15,1,3.0,0.738732,0.0,1,0
Unassigned,1.0,1.0,1.0,8,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.797588,0.0,1,0
Core,4.0,4.0,0.0,9,1,3.0,1.934296,0.0,1,0
Core,8.0,6.0,8.0,13,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,18,1,3.0,0.214485,0.0,1,0
Unassigned,2.0,1.0,2.0,11,0,3.0,0.0,2.0,0,0
Unassigned,0.0,1.0,0.0,12,1,3.0,0.496536,2.0,0,0
Core,6.0,1.0,0.0,8,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,14,1,3.0,0.783774,2.0,0,0
Core,12.0,3.0,0.0,16,0,3.0,0.0,2.0,0,0
Core,6.0,3.0,0.0,14,0,3.0,0.0,2.0,0,0
Core,6.0,5.0,0.0,19,1,3.0,0.132804,2.0,0,0
Core,2.0,1.0,0.0,15,1,3.0,0.738732,2.0,0,0
Unassigned,2.0,1.0,2.0,11,0,3.0,0.0,2.0,0,0
Core,8.0,3.0,0.0,13,0,3.0,0.0,2.0,0,0
Core,6.0,5.0,0.0,14,1,3.0,0.460201,2.0,0,0
Core,8.0,3.0,8.0,16,0,3.0,0.0,2.0,0,0
Core,8.0,8.0,0.0,19,1,3.0,0.131753,2.0,0,0
Unassigned,2.0,3.0,1.0,16,0,3.0,0.0,3.0,0,0
Unassigned,2.0,1.0,2.0,20,0,3.0,0.0,3.0,0,0
Core,6.0,4.0,0.0,11,0,3.0,0.0,3.0,0,0
Core,6.0,6.0,0.0,16,1,3.0,0.431449,3.0,0,0
Core,10.0,7.0,0.0,18,0,3.0,0.0,3.0,0,0
Core,6.0,6.0,0.0,14,1,3.0,0.998266,3.0,0,0
Core,6.0,4.0,0.0,15,0,3.0,0.0,3.0,0,0
Core,2.0,2.0,0.0,11,1,3.0,1.366205,3.0,0,0
Unassigned,2.0,3.0,1.0,12,0,3.0,0.0,3.0,0,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,3.0,0,0
Core,6.0,3.0,0.0,18,0,3.0,0.0,3.0,0,0
Core,8.0,5.0,8.0,15,0,3.0,0.0,3.0,0,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,3.0,0,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,1.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,1.0,1,0
Core,6.0,3.0,0.0,11,0,3.0,0.0,1.0,1,0
Core,6.0,5.0,0.0,13,0,3.0,0.0,1.0,1,0
Core,8.0,4.0,0.0,15,0,3.0,0.0,1.0,1,0
Core,6.0,6.0,0.0,18,1,3.0,0.265011,1.0,1,0
Core,6.0,4.0,0.0,10,0,3.0,0.0,1.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,1.0,1,0
Unassigned,2.0,3.0,0.0,12,1,3.0,0.611476,1.0,1,0
Core,6.0,2.0,0.0,15,0,3.0,0.0,1.0,1,0
Core,6.0,1.0,0.0,18,0,3.0,0.0,1.0,1,0
Core,8.0,5.0,0.0,17,0,3.0,0.0,1.0,1,0
Core,6.0,3.0,0.0,17,0,3.0,0.0,1.0,1,0
Unassigned,2.0,1.0,2.0,13,0,3.0,0.0,5.0,1,0
Unassigned,3.0,1.0,3.0,12,0,3.0,0.0,5.0,1,0
Core,6.0,4.0,0.0,8,0,3.0,0.0,5.0,1,0
Core,4.0,4.0,0.0,12,1,3.0,1.19203,5.0,1,0
Core,8.0,8.0,0.0,12,1,3.0,1.244284,5.0,1,0
Core,6.0,6.0,0.0,12,1,3.0,1.477843,5.0,1,0
Core,6.0,3.0,0.0,18,0,3.0,0.0,5.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,5.0,1,0
Unassigned,3.0,3.0,0.0,10,1,3.0,1.130393,5.0,1,0
Core,6.0,2.0,0.0,18,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,12,0,3.0,0.0,5.0,1,0
Core,8.0,7.0,0.0,17,1,3.0,1.221616,5.0,1,0
Core,6.0,6.0,0.0,15,1,3.0,0.620563,5.0,1,0
Unassigned,3.0,2.0,3.0,14,0,3.0,0.0,6.0,1,0
Unassigned,2.0,1.0,2.0,9,0,3.0,0.0,6.0,1,0
Core,6.0,4.0,0.0,13,0,3.0,0.0,6.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.97086,6.0,1,0
Core,6.0,6.0,0.0,15,1,3.0,0.618387,6.0,1,0
Core,6.0,5.0,0.0,17,1,3.0,0.401947,6.0,1,0
Core,4.0,2.0,0.0,17,0,3.0,0.0,6.0,1,0
Core,0.0,0.0,0.0,0,0,3.0,0.0,6.0,1,0
Unassigned,3.0,3.0,0.0,12,1,3.0,0.611476,6.0,1,0
Core,6.0,2.0,0.0,14,0,3.0,0.0,6.0,1,0
Core,4.0,3.0,0.0,9,1,3.0,1.934296,6.0,1,0
Core,8.0,4.0,0.0,15,0,3.0,0.0,6.0,1,0
Core,6.0,5.0,0.0,16,1,3.0,0.461405,6.0,1,0
Unassigned,2.0,3.0,5.0,11,0,3.0,0.0,4.0,1,0
Unassigned,1.0,1.0,1.0,14,0,3.0,0.0,4.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.498115,4.0,1,0
Core,6.0,3.0,0.0,9,0,3.0,0.0,4.0,1,0
Core,6.0,7.0,-1.0,12,1,3.0,1.244284,4.0,1,0
Core,6.0,4.0,0.0,17,0,3.0,0.0,4.0,1,0
Core,4.0,4.0,0.0,12,1,3.0,1.176041,4.0,1,0
Unassigned,2.0,3.0,0.0,12,1,3.0,0.611476,4.0,1,0
Core,6.0,4.0,0.0,11,0,3.0,0.0,4.0,1,0
Core,6.0,2.0,1.0,12,0,3.0,0.0,4.0,1,0
Core,8.0,6.0,0.0,14,0,3.0,0.0,4.0,1,0
Core,6.0,3.0,0.0,8,0,3.0,0.0,4.0,1,0
Unassigned,3.0,3.0,3.0,16,0,3.0,0.0,0.0,1,0
Unassigned,3.0,4.0,1.0,20,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,11,1,3.0,1.188279,0.0,1,0
Core,6.0,6.0,0.0,17,1,3.0,0.296765,0.0,1,0
Core,10.0,6.0,0.0,14,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.998266,0.0,1,0
Core,6.0,4.0,0.0,15,0,3.0,0.0,0.0,1,0
Core,2.0,1.0,0.0,15,1,3.0,0.738732,0.0,1,0
Unassigned,3.0,4.0,0.0,16,1,3.0,0.164558,0.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.984149,0.0,1,0
Core,6.0,7.0,0.0,10,1,3.0,1.428516,0.0,1,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,14,1,3.0,0.779871,0.0,1,0
Unassigned,2.0,4.0,0.0,13,1,3.0,0.834225,2.0,0,0
Unassigned,2.0,2.0,0.0,16,1,3.0,0.141735,2.0,0,0
Core,6.0,5.0,0.0,15,1,3.0,0.224694,2.0,0,0
Core,6.0,4.0,0.0,17,0,3.0,0.0,2.0,0,0
Core,8.0,4.0,0.0,17,0,3.0,0.0,2.0,0,0
Core,4.0,3.0,0.0,17,1,3.0,0.401947,2.0,0,0
Core,6.0,3.0,0.0,15,0,3.0,0.0,2.0,0,0
Core,2.0,1.0,0.0,14,1,3.0,0.934827,2.0,0,0
Unassigned,2.0,2.0,0.0,11,1,3.0,0.830619,2.0,0,0
Core,6.0,4.0,0.0,18,0,3.0,0.0,2.0,0,0
Core,6.0,5.0,0.0,14,1,3.0,0.460201,2.0,0,0
Core,8.0,6.0,0.0,15,0,3.0,0.0,2.0,0,0
Core,8.0,8.0,0.0,14,1,3.0,0.779871,2.0,0,0
Unassigned,2.0,2.0,0.0,12,1,3.0,1.105771,3.0,0,0
Unassigned,2.0,1.0,1.0,8,0,3.0,0.0,3.0,0,0
Core,6.0,6.0,0.0,15,1,3.0,0.224694,3.0,0,0
Core,6.0,6.0,0.0,13,1,3.0,0.97086,3.0,0,0
Core,8.0,8.0,0.0,13,1,3.0,0.982799,3.0,0,0
Core,6.0,5.0,0.0,15,1,3.0,0.79684,3.0,0,0
Core,6.0,2.0,0.0,13,0,3.0,0.0,3.0,0,0
Core,2.0,2.0,0.0,14,1,3.0,0.934827,3.0,0,0
Unassigned,3.0,3.0,0.0,14,1,3.0,0.307048,3.0,0,0
Core,6.0,5.0,0.0,15,1,3.0,0.640232,3.0,0,0
Core,4.0,2.0,0.0,15,0,3.0,0.0,3.0,0,0
Core,8.0,4.0,0.0,15,0,3.0,0.0,3.0,0,0
Core,6.0,5.0,0.0,16,1,3.0,0.461405,3.0,0,0
Unassigned,2.0,2.0,0.0,16,1,3.0,0.320189,1.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,1.0,1,0
Core,6.0,4.0,0.0,9,0,3.0,0.0,1.0,1,0
Core,6.0,4.0,0.0,18,0,3.0,0.0,1.0,1,0
Core,8.0,8.0,0.0,16,1,3.0,0.441586,1.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.998266,1.0,1,0
Core,4.0,0.0,0.0,0,0,3.0,0.0,1.0,1,0
Core,0.0,0.0,0.0,0,0,3.0,0.0,1.0,1,0
Unassigned,2.0,2.0,0.0,12,1,3.0,0.611476,1.0,1,0
Core,4.0,4.0,0.0,17,1,3.0,0.347666,1.0,1,0
Core,4.0,3.0,0.0,16,1,3.0,0.258101,1.0,1,0
Core,8.0,2.0,5.0,13,0,3.0,0.0,1.0,1,0
Core,6.0,5.0,0.0,18,1,3.0,0.214485,1.0,1,0
Unassigned,2.0,0.0,0.0,0,0,3.0,0.0,5.0,1,0
Unassigned,2.0,3.0,1.0,14,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,13,0,3.0,0.0,5.0,1,0
Core,6.0,6.0,0.0,11,1,3.0,1.528666,5.0,1,0
Core,8.0,3.0,0.0,15,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,14,0,3.0,0.0,5.0,1,0
Core,4.0,3.0,0.0,17,1,3.0,0.324919,5.0,1,0
Core,0.0,0.0,0.0,0,0,3.0,0.0,5.0,1,0
Unassigned,2.0,2.0,0.0,12,1,3.0,0.611476,5.0,1,0
Core,4.0,5.0,0.0,14,1,3.0,0.797588,5.0,1,0
Core,4.0,3.0,0.0,8,1,3.0,2.422208,5.0,1,0
Core,8.0,4.0,8.0,13,0,3.0,0.0,5.0,1,0
Core,6.0,6.0,0.0,11,1,3.0,1.455018,5.0,1,0
Unassigned,3.0,2.0,0.0,13,1,3.0,0.834225,6.0,1,0
Unassigned,0.0,2.0,0.0,17,1,3.0,0.103072,6.0,1,0
Core,6.0,6.0,0.0,10,1,3.0,1.954494,6.0,1,0
Core,0.0,5.0,0.0,12,0,3.0,0.0,6.0,1,0
Core,8.0,9.0,0.0,14,1,3.0,0.791434,6.0,1,0
Core,6.0,6.0,0.0,15,1,3.0,0.79684,6.0,1,0
Core,4.0,2.0,0.0,13,0,3.0,0.0,6.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,6.0,1,0
Unassigned,3.0,3.0,0.0,12,1,3.0,0.611476,6.0,1,0
Core,4.0,3.0,0.0,17,1,3.0,0.347666,6.0,1,0
Core,6.0,1.0,0.0,6,0,3.0,0.0,6.0,1,0
Core,0.0,3.0,8.0,10,0,3.0,0.0,6.0,1,0
Core,6.0,5.0,0.0,18,1,3.0,0.214485,6.0,1,0
Unassigned,2.0,3.0,0.0,20,1,3.0,0.039036,4.0,1,0
Unassigned,1.0,1.0,1.0,8,0,3.0,0.0,4.0,1,0
Core,6.0,1.0,0.0,6,0,3.0,0.0,4.0,1,0
Core,6.0,6.0,0.0,12,1,3.0,1.19203,4.0,1,0
Core,8.0,8.0,0.0,14,1,3.0,0.791434,4.0,1,0
Core,8.0,1.0,1.0,10,0,3.0,0.0,4.0,1,0
Core,4.0,4.0,0.0,11,1,3.0,1.476265,4.0,1,0
Unassigned,2.0,2.0,0.0,10,1,3.0,1.130393,4.0,1,0
Core,4.0,1.0,2.0,15,0,3.0,0.0,4.0,1,0
Core,4.0,2.0,1.0,9,0,3.0,0.0,4.0,1,0
Core,8.0,5.0,8.0,13,0,3.0,0.0,4.0,1,0
Core,6.0,2.0,0.0,14,0,3.0,0.0,4.0,1,0
Unassigned,3.0,1.0,2.0,13,0,3.0,0.0,0.0,1,0
Unassigned,3.0,1.0,2.0,8,0,3.0,0.0,0.0,1,0
Core,6.0,3.0,0.0,14,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.783774,0.0,1,0
Core,8.0,7.0,0.0,19,0,3.0,0.0,0.0,1,0
Core,8.0,10.0,0.0,15,1,3.0,0.79684,0.0,1,0
Core,6.0,6.0,0.0,17,1,3.0,0.324919,0.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,0.0,1,0
Unassigned,4.0,2.0,0.0,9,0,3.0,0.0,0.0,1,0
Core,8.0,5.0,0.0,15,0,3.0,0.0,0.0,1,0
Core,8.0,6.0,0.0,17,0,3.0,0.0,0.0,1,0
Core,8.0,3.0,8.0,20,0,3.0,0.0,0.0,1,0
Core,0.0,1.0,0.0,7,0,3.0,0.0,0.0,1,0
Unassigned,3.0,5.0,0.0,13,1,3.0,0.834225,2.0,0,0
Unassigned,3.0,1.0,3.0,15,0,3.0,0.0,2.0,0,0
Core,6.0,5.0,0.0,13,1,3.0,0.498115,2.0,0,0
Core,6.0,6.0,0.0,13,1,3.0,0.97086,2.0,0,0
Core,8.0,8.0,0.0,12,1,3.0,1.244284,2.0,0,0
Core,6.0,6.0,0.0,15,1,3.0,0.79684,2.0,0,0
Core,6.0,6.0,0.0,16,1,3.0,0.460654,2.0,0,0
Core,2.0,2.0,0.0,19,1,3.0,0.147219,2.0,0,0
Unassigned,3.0,2.0,3.0,9,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,19,1,3.0,0.139485,2.0,0,0
Core,6.0,3.0,0.0,18,0,3.0,0.0,2.0,0,0
Core,8.0,3.0,8.0,19,0,3.0,0.0,2.0,0,0
Core,8.0,8.0,0.0,15,1,3.0,0.620563,2.0,0,0
Unassigned,2.0,3.0,0.0,12,1,3.0,1.105771,3.0,0,0
Unassigned,2.0,1.0,3.0,9,0,3.0,0.0,3.0,0,0
Core,6.0,6.0,0.0,10,1,3.0,1.954494,3.0,0,0
Core,6.0,6.0,0.0,11,1,3.0,1.528666,3.0,0,0
Core,10.0,10.0,0.0,16,1,3.0,0.441586,3.0,0,0
Core,6.0,2.0,0.0,14,0,3.0,0.0,3.0,0,0
Core,4.0,2.0,0.0,12,0,3.0,0.0,3.0,0,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,3.0,0,0
Unassigned,3.0,0.0,3.0,0,0,3.0,0.0,3.0,0,0
Core,6.0,3.0,0.0,16,0,3.0,0.0,3.0,0,0
Core,4.0,0.0,0.0,0,0,3.0,0.0,3.0,0,0
Core,8.0,2.0,8.0,10,0,3.0,0.0,3.0,0,0
Core,6.0,6.0,0.0,19,1,3.0,0.131753,3.0,0,0
Unassigned,2.0,1.0,1.0,11,0,3.0,0.0,1.0,1,1
Unassigned,2.0,2.0,2.0,13,0,3.0,0.0,1.0,1,1
Core,6.0,5.0,0.0,12,1,3.0,0.749616,1.0,1,1
Core,4.0,4.0,0.0,15,1,3.0,0.61373,1.0,1,1
Core,6.0,7.0,0.0,11,1,3.0,1.69113,1.0,1,1
Core,6.0,7.0,0.0,10,1,3.0,2.468757,1.0,1,1
Core,4.0,2.0,0.0,15,0,3.0,0.0,1.0,1,1
Core,0.0,0.0,0.0,0,0,3.0,0.0,1.0,1,1
Unassigned,2.0,3.0,2.0,20,0,3.0,0.0,1.0,1,1
Core,6.0,5.0,0.0,17,1,3.0,0.347666,1.0,1,1
Core,4.0,5.0,0.0,11,1,3.0,1.035724,1.0,1,1
Core,8.0,6.0,8.0,21,0,3.0,0.0,1.0,1,1
Core,6.0,4.0,0.0,11,0,3.0,0.0,1.0,1,1
Unassigned,2.0,3.0,0.0,0,1,3.0,,5.0,1,0
